IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.245.10.77,2095,2095,false,NRT,Asia Pacific,Tokyo,72,6.02
47.236.82.218,2053,2053,true,SIN,Asia Pacific,Singapore,154,6.02
8.219.56.205,2052,2052,false,SIN,Asia Pacific,Singapore,30,6.02
47.236.97.254,2083,2083,true,SIN,Asia Pacific,Singapore,117,6.02
8.209.248.161,8880,8880,false,NRT,Asia Pacific,Tokyo,74,6.02
8.222.187.107,2082,2082,false,SIN,Asia Pacific,Singapore,4,6.02
47.236.7.211,2052,2052,false,SIN,Asia Pacific,Singapore,14,6.02
47.236.104.11,8080,8080,false,SIN,Asia Pacific,Singapore,18,6.02
8.210.192.93,8880,8880,false,HKG,Asia Pacific,Hong Kong,41,6.02
47.236.11.84,80,80,false,SIN,Asia Pacific,Singapore,34,6.02
8.222.219.252,80,80,false,SIN,Asia Pacific,Singapore,2,6.02
47.74.8.238,2082,2082,false,NRT,Asia Pacific,Tokyo,81,6.01
47.245.37.89,8080,8080,false,NRT,Asia Pacific,Tokyo,281,6.01
8.209.246.24,2087,2087,true,NRT,Asia Pacific,Tokyo,76,6.01
47.236.163.95,2053,2053,true,SIN,Asia Pacific,Singapore,232,6.01
47.236.171.205,2053,2053,true,SIN,Asia Pacific,Singapore,112,6.01
47.236.163.221,8080,8080,false,SIN,Asia Pacific,Singapore,17,6.01
47.236.254.120,2096,2096,true,SIN,Asia Pacific,Singapore,207,6.01
8.222.226.15,2053,2053,true,HKG,Asia Pacific,Hong Kong,141,6.00
47.245.55.99,2052,2052,false,NRT,Asia Pacific,Tokyo,90,6.00
47.236.7.211,2083,2083,true,SIN,Asia Pacific,Singapore,73,6.00
8.222.144.219,2052,2052,false,SIN,Asia Pacific,Singapore,4,6.00
47.237.27.69,8080,8080,false,SIN,Asia Pacific,Singapore,17,6.00
47.74.26.196,2087,2087,true,SIN,Asia Pacific,Singapore,382,6.00
47.237.5.164,8443,8443,true,SIN,Asia Pacific,Singapore,28,6.00
8.210.119.11,2053,2053,true,HKG,Asia Pacific,Hong Kong,94,6.00
8.222.212.116,2053,2053,true,SIN,Asia Pacific,Singapore,27,6.00
8.222.129.32,2082,2082,false,SIN,Asia Pacific,Singapore,15,6.00
47.74.13.200,2082,2082,false,NRT,Asia Pacific,Tokyo,71,6.00
47.245.59.244,80,80,false,NRT,Asia Pacific,Tokyo,262,6.00
8.222.137.166,2053,2053,true,HKG,Asia Pacific,Hong Kong,161,6.00
8.222.154.50,2095,2095,false,SIN,Asia Pacific,Singapore,9,6.00
47.236.7.211,2082,2082,false,SIN,Asia Pacific,Singapore,13,6.00
8.219.170.180,2083,2083,true,SIN,Asia Pacific,Singapore,57,5.99
8.209.214.157,2096,2096,true,NRT,Asia Pacific,Tokyo,308,5.99
8.219.185.191,2086,2086,false,SIN,Asia Pacific,Singapore,12,5.99
47.236.19.51,2096,2096,true,SIN,Asia Pacific,Singapore,116,5.99
8.219.140.63,8443,8443,true,SIN,Asia Pacific,Singapore,74,5.99
8.222.193.208,443,443,true,SIN,Asia Pacific,Singapore,51,5.99
47.236.170.54,2082,2082,false,SIN,Asia Pacific,Singapore,29,5.98
47.236.254.120,80,80,false,SIN,Asia Pacific,Singapore,21,5.98
47.236.74.20,8443,8443,true,SIN,Asia Pacific,Singapore,151,5.98
8.219.101.72,8443,8443,true,SIN,Asia Pacific,Singapore,63,5.98
47.236.172.71,2052,2052,false,SIN,Asia Pacific,Singapore,23,5.98
8.218.85.128,2087,2087,true,HKG,Asia Pacific,Hong Kong,92,5.98
47.236.106.234,2053,2053,true,SIN,Asia Pacific,Singapore,87,5.98
8.222.193.65,2095,2095,false,SIN,Asia Pacific,Singapore,16,5.98
8.218.105.223,8880,8880,false,HKG,Asia Pacific,Hong Kong,52,5.98
47.237.19.161,8080,8080,false,SIN,Asia Pacific,Singapore,19,5.98
8.210.55.134,2096,2096,true,HKG,Asia Pacific,Hong Kong,75,5.98
47.237.3.57,2082,2082,false,SIN,Asia Pacific,Singapore,42,5.97
47.245.113.12,8443,8443,true,SIN,Asia Pacific,Singapore,25,5.97
47.245.110.13,2095,2095,false,HKG,Asia Pacific,Hong Kong,59,5.97
47.237.70.15,8880,8880,false,SIN,Asia Pacific,Singapore,33,5.97
47.236.176.144,2053,2053,true,SIN,Asia Pacific,Singapore,116,5.97
8.222.145.164,8880,8880,false,SIN,Asia Pacific,Singapore,17,5.96
47.245.59.133,2086,0,false,NRT,Asia Pacific,Tokyo,75,5.96
8.210.250.120,8443,8443,true,HKG,Asia Pacific,Hong Kong,36,5.96
47.236.166.184,8080,8080,false,SIN,Asia Pacific,Singapore,9,5.96
47.236.4.129,2052,2052,false,SIN,Asia Pacific,Singapore,38,5.96
8.222.150.197,80,80,false,SIN,Asia Pacific,Singapore,7,5.96
8.219.161.129,8443,8443,true,SIN,Asia Pacific,Singapore,93,5.96
47.236.7.13,2095,2095,false,SIN,Asia Pacific,Singapore,34,5.96
47.74.4.47,2096,2096,true,NRT,Asia Pacific,Tokyo,315,5.95
8.219.13.143,2053,2053,true,SIN,Asia Pacific,Singapore,188,5.95
47.236.83.196,2086,2086,false,SIN,Asia Pacific,Singapore,7,5.95
47.245.80.142,8080,8080,false,SIN,Asia Pacific,Singapore,15,5.95
47.236.15.73,8880,8880,false,SIN,Asia Pacific,Singapore,42,5.95
47.242.54.157,2053,2053,true,HKG,Asia Pacific,Hong Kong,53,5.95
47.237.19.161,2086,2086,false,SIN,Asia Pacific,Singapore,23,5.95
8.219.60.54,8443,8443,true,SIN,Asia Pacific,Singapore,83,5.94
8.222.188.56,8080,8080,false,HKG,Asia Pacific,Hong Kong,61,5.94
47.236.147.146,2096,2096,true,SIN,Asia Pacific,Singapore,81,5.94
8.222.144.219,2086,2086,false,SIN,Asia Pacific,Singapore,31,5.94
8.219.106.15,2096,2096,true,SIN,Asia Pacific,Singapore,125,5.94
8.210.9.129,2096,2096,true,HKG,Asia Pacific,Hong Kong,52,5.94
47.245.59.188,8443,8443,true,NRT,Asia Pacific,Tokyo,73,5.94
8.219.113.27,8443,8443,true,SIN,Asia Pacific,Singapore,82,5.94
8.222.224.163,2083,2083,true,SIN,Asia Pacific,Singapore,79,5.94
47.245.31.0,8880,8880,false,NRT,Asia Pacific,Tokyo,255,5.94
47.236.180.51,2087,2087,true,SIN,Asia Pacific,Singapore,230,5.94
8.219.174.142,8080,8080,false,SIN,Asia Pacific,Singapore,17,5.94
47.245.57.109,2082,2082,false,NRT,Asia Pacific,Tokyo,77,5.93
47.74.13.239,8880,8880,false,NRT,Asia Pacific,Tokyo,78,5.93
47.74.55.130,2052,2052,false,NRT,Asia Pacific,Tokyo,227,5.93
47.74.52.188,2096,2096,true,NRT,Asia Pacific,Tokyo,116,5.93
47.245.126.151,2053,2053,true,SIN,Asia Pacific,Singapore,79,5.93
8.219.43.243,2083,2083,true,SIN,Asia Pacific,Singapore,121,5.93
8.222.141.240,2082,2082,false,SIN,Asia Pacific,Singapore,12,5.93
47.245.34.36,2096,2096,true,NRT,Asia Pacific,Tokyo,324,5.93
8.209.240.229,2083,2083,true,NRT,Asia Pacific,Tokyo,222,5.92
47.236.192.198,8880,8880,false,SIN,Asia Pacific,Singapore,39,5.92
8.218.211.17,2095,2095,false,HKG,Asia Pacific,Hong Kong,48,5.92
8.222.144.219,2087,2087,true,SIN,Asia Pacific,Singapore,85,5.92
47.245.52.165,2087,2087,true,NRT,Asia Pacific,Tokyo,107,5.92
8.210.101.157,2087,2087,true,HKG,Asia Pacific,Hong Kong,115,5.92
8.218.8.142,2082,2082,false,HKG,Asia Pacific,Hong Kong,55,5.91
8.219.104.242,2053,2053,true,SIN,Asia Pacific,Singapore,108,5.91
47.245.39.49,2053,2053,true,HKG,Asia Pacific,Hong Kong,200,5.91
8.222.140.185,80,80,false,SIN,Asia Pacific,Singapore,28,5.90
8.210.245.224,80,80,false,HKG,Asia Pacific,Hong Kong,67,5.90
47.236.147.146,2053,2053,true,SIN,Asia Pacific,Singapore,74,5.90
47.74.13.94,2095,2095,false,NRT,Asia Pacific,Tokyo,190,5.90
8.218.122.55,2096,2096,true,HKG,Asia Pacific,Hong Kong,75,5.90
47.242.54.157,2096,2096,true,HKG,Asia Pacific,Hong Kong,66,5.90
47.74.43.24,2095,2095,false,NRT,Asia Pacific,Tokyo,70,5.90
47.237.23.162,8443,8443,true,SIN,Asia Pacific,Singapore,119,5.90
47.236.7.211,2053,2053,true,SIN,Asia Pacific,Singapore,128,5.90
47.243.161.235,443,443,true,HKG,Asia Pacific,Hong Kong,100,5.90
47.245.40.161,2082,2082,false,NRT,Asia Pacific,Tokyo,77,5.89
47.74.26.131,8080,8080,false,NRT,Asia Pacific,Tokyo,224,5.89
47.245.34.140,8880,8880,false,NRT,Asia Pacific,Tokyo,203,5.89
8.219.175.127,2053,2053,true,SIN,Asia Pacific,Singapore,85,5.89
47.236.82.218,2053,2053,true,SIN,Asia Pacific,Singapore,100,5.89
8.222.140.185,2087,2087,true,SIN,Asia Pacific,Singapore,112,5.89
47.74.34.162,2083,2083,true,NRT,Asia Pacific,Tokyo,229,5.89
47.236.204.110,2052,2052,false,SIN,Asia Pacific,Singapore,25,5.88
47.236.10.182,8880,8880,false,SIN,Asia Pacific,Singapore,51,5.88
47.236.165.25,2083,2083,true,SIN,Asia Pacific,Singapore,31,5.88
47.76.178.146,2095,2095,false,HKG,Asia Pacific,Hong Kong,41,5.88
8.218.127.249,2082,2082,false,HKG,Asia Pacific,Hong Kong,42,5.88
8.219.102.252,2086,2086,false,SIN,Asia Pacific,Singapore,34,5.88
47.242.59.216,2053,2053,true,HKG,Asia Pacific,Hong Kong,66,5.88
8.222.191.158,2052,2052,false,SIN,Asia Pacific,Singapore,13,5.88
47.76.33.40,2087,2087,true,HKG,Asia Pacific,Hong Kong,56,5.88
47.236.163.221,8880,8880,false,SIN,Asia Pacific,Singapore,13,5.88
47.236.99.131,2095,2095,false,SIN,Asia Pacific,Singapore,35,5.87
47.74.43.24,2086,2086,false,NRT,Asia Pacific,Tokyo,201,5.87
47.243.70.197,8880,8880,false,HKG,Asia Pacific,Hong Kong,43,5.87
47.74.5.233,8443,8443,true,NRT,Asia Pacific,Tokyo,87,5.87
47.236.179.182,2095,2095,false,SIN,Asia Pacific,Singapore,19,5.87
8.222.144.219,80,80,false,SIN,Asia Pacific,Singapore,9,5.87
47.245.113.117,8080,8080,false,SIN,Asia Pacific,Singapore,6,5.87
47.237.30.228,80,80,false,SIN,Asia Pacific,Singapore,21,5.87
8.222.249.98,2052,2052,false,SIN,Asia Pacific,Singapore,4,5.87
47.74.7.51,2095,2095,false,NRT,Asia Pacific,Tokyo,74,5.87
47.236.174.206,2095,2095,false,SIN,Asia Pacific,Singapore,18,5.87
8.222.167.8,8880,8880,false,SIN,Asia Pacific,Singapore,3,5.86
8.219.167.113,8080,8080,false,SIN,Asia Pacific,Singapore,4,5.86
47.237.80.66,8080,8080,false,SIN,Asia Pacific,Singapore,15,5.86
8.219.206.180,2087,2087,true,SIN,Asia Pacific,Singapore,88,5.86
47.236.10.182,2053,2053,true,HKG,Asia Pacific,Hong Kong,154,5.86
8.219.248.170,8443,8443,true,SIN,Asia Pacific,Singapore,140,5.86
47.236.121.23,2086,2086,false,SIN,Asia Pacific,Singapore,22,5.86
8.210.55.134,2083,2083,true,HKG,Asia Pacific,Hong Kong,86,5.86
8.218.211.17,2083,2083,true,HKG,Asia Pacific,Hong Kong,145,5.85
8.222.187.107,8443,8443,true,SIN,Asia Pacific,Singapore,58,5.85
47.245.54.140,8880,8880,false,NRT,Asia Pacific,Tokyo,76,5.85
47.236.193.5,2052,2052,false,SIN,Asia Pacific,Singapore,14,5.85
8.219.61.52,8080,8080,false,SIN,Asia Pacific,Singapore,11,5.85
47.245.11.216,2083,2083,true,NRT,Asia Pacific,Tokyo,84,5.85
8.219.206.180,8443,8443,true,SIN,Asia Pacific,Singapore,92,5.85
47.236.155.170,2096,2096,true,SIN,Asia Pacific,Singapore,135,5.85
8.222.175.78,80,80,false,SIN,Asia Pacific,Singapore,15,5.85
47.74.10.135,8080,8080,false,NRT,Asia Pacific,Tokyo,283,5.84
47.74.6.16,8080,8080,false,NRT,Asia Pacific,Tokyo,194,5.84
8.219.193.202,8080,8080,false,SIN,Asia Pacific,Singapore,22,5.84
47.236.82.218,2087,2087,true,SIN,Asia Pacific,Singapore,94,5.84
8.219.122.55,2087,2087,true,SIN,Asia Pacific,Singapore,114,5.84
47.236.172.41,8443,8443,true,SIN,Asia Pacific,Singapore,188,5.84
8.217.250.222,2095,2095,false,HKG,Asia Pacific,Hong Kong,54,5.84
8.222.130.156,2082,2082,false,SIN,Asia Pacific,Singapore,19,5.84
47.245.105.224,2086,2086,false,SIN,Asia Pacific,Singapore,12,5.84
8.222.249.190,2082,2082,false,SIN,Asia Pacific,Singapore,8,5.83
47.243.161.235,2086,2086,false,HKG,Asia Pacific,Hong Kong,36,5.83
47.74.12.139,2083,2083,true,NRT,Asia Pacific,Tokyo,119,5.83
47.245.54.140,80,80,false,NRT,Asia Pacific,Tokyo,182,5.83
47.245.42.162,8080,8080,false,NRT,Asia Pacific,Tokyo,197,5.83
47.74.7.51,2052,2052,false,NRT,Asia Pacific,Tokyo,90,5.83
8.217.149.28,2083,2083,true,HKG,Asia Pacific,Hong Kong,87,5.83
47.237.30.228,2083,2083,true,SIN,Asia Pacific,Singapore,155,5.83
47.236.172.41,2083,2083,true,SIN,Asia Pacific,Singapore,98,5.83
47.74.53.105,2086,2086,false,NRT,Asia Pacific,Tokyo,70,5.83
47.243.183.127,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,5.83
47.245.37.12,2095,2095,false,NRT,Asia Pacific,Tokyo,340,5.83
47.236.172.71,2087,2087,true,SIN,Asia Pacific,Singapore,192,5.82
47.236.144.48,2096,2096,true,SIN,Asia Pacific,Singapore,114,5.82
47.236.166.76,2087,2087,true,SIN,Asia Pacific,Singapore,165,5.82
8.222.167.8,2053,2053,true,SIN,Asia Pacific,Singapore,32,5.82
8.218.18.235,2083,2083,true,HKG,Asia Pacific,Hong Kong,107,5.82
47.245.126.151,2095,2095,false,SIN,Asia Pacific,Singapore,20,5.82
8.219.6.157,2096,2096,true,SIN,Asia Pacific,Singapore,87,5.82
8.219.67.133,2083,2083,true,SIN,Asia Pacific,Singapore,145,5.82
8.222.212.116,8443,8443,true,SIN,Asia Pacific,Singapore,104,5.82
8.219.156.148,2082,2082,false,SIN,Asia Pacific,Singapore,7,5.82
47.237.30.228,2053,2053,true,SIN,Asia Pacific,Singapore,222,5.82
8.222.136.196,2053,2053,true,SIN,Asia Pacific,Singapore,98,5.82
47.236.187.144,2095,2095,false,SIN,Asia Pacific,Singapore,11,5.82
47.76.33.40,2096,2096,true,HKG,Asia Pacific,Hong Kong,53,5.81
8.217.159.210,80,80,false,HKG,Asia Pacific,Hong Kong,41,5.81
8.219.222.8,2096,2096,true,SIN,Asia Pacific,Singapore,108,5.81
8.218.11.90,2096,2096,true,HKG,Asia Pacific,Hong Kong,62,5.81
47.245.108.213,443,443,true,SIN,Asia Pacific,Singapore,39,5.81
47.91.29.108,8880,8880,false,NRT,Asia Pacific,Tokyo,73,5.80
8.219.139.13,2087,2087,true,SIN,Asia Pacific,Singapore,135,5.80
47.245.111.171,2095,2095,false,SIN,Asia Pacific,Singapore,10,5.80
47.74.34.135,8880,8880,false,NRT,Asia Pacific,Tokyo,72,5.80
8.218.204.128,2083,2083,true,HKG,Asia Pacific,Hong Kong,171,5.80
8.219.238.145,2087,2087,true,SIN,Asia Pacific,Singapore,85,5.80
47.236.7.246,8443,8443,true,SIN,Asia Pacific,Singapore,159,5.80
8.209.222.232,8080,8080,false,SIN,Asia Pacific,Singapore,335,5.80
47.236.145.85,443,443,true,SIN,Asia Pacific,Singapore,123,5.80
8.222.136.247,2052,2052,false,SIN,Asia Pacific,Singapore,17,5.79
8.219.115.215,2096,2096,true,SIN,Asia Pacific,Singapore,93,5.79
8.219.53.222,2052,2052,false,HKG,Asia Pacific,Hong Kong,39,5.79
8.222.221.109,8443,8443,true,SIN,Asia Pacific,Singapore,97,5.79
47.243.161.235,2087,2087,true,HKG,Asia Pacific,Hong Kong,62,5.79
8.222.224.162,8880,8880,false,SIN,Asia Pacific,Singapore,5,5.78
47.237.22.84,2052,2052,false,SIN,Asia Pacific,Singapore,38,5.78
47.236.104.11,2095,2095,false,SIN,Asia Pacific,Singapore,11,5.78
8.218.52.115,2095,2095,false,HKG,Asia Pacific,Hong Kong,37,5.78
47.236.7.211,2086,2086,false,SIN,Asia Pacific,Singapore,12,5.78
47.237.8.82,2083,2083,true,HKG,Asia Pacific,Hong Kong,184,5.78
8.219.217.81,2096,2096,true,SIN,Asia Pacific,Singapore,102,5.78
8.219.6.157,2087,2087,true,SIN,Asia Pacific,Singapore,72,5.78
8.222.214.13,80,80,false,SIN,Asia Pacific,Singapore,17,5.78
47.74.11.251,2087,2087,true,NRT,Asia Pacific,Tokyo,133,5.78
8.222.209.223,2052,2052,false,SIN,Asia Pacific,Singapore,3,5.78
47.91.2.5,8880,8880,false,NRT,Asia Pacific,Tokyo,353,5.78
8.219.103.57,80,80,false,HKG,Asia Pacific,Hong Kong,35,5.78
8.222.252.123,8443,8443,true,SIN,Asia Pacific,Singapore,44,5.77
47.74.15.117,2083,2083,true,NRT,Asia Pacific,Tokyo,78,5.77
47.236.96.141,2096,2096,true,SIN,Asia Pacific,Singapore,103,5.77
8.219.53.142,8880,8880,false,SIN,Asia Pacific,Singapore,31,5.77
47.245.118.197,8080,8080,false,SIN,Asia Pacific,Singapore,4,5.77
47.74.41.87,8880,8880,false,NRT,Asia Pacific,Tokyo,70,5.77
47.245.9.228,2082,2082,false,NRT,Asia Pacific,Tokyo,70,5.77
8.222.208.38,80,80,false,SIN,Asia Pacific,Singapore,13,5.77
47.236.130.95,2096,2096,true,SIN,Asia Pacific,Singapore,96,5.76
47.236.180.51,8443,8443,true,SIN,Asia Pacific,Singapore,110,5.76
47.236.166.184,80,80,false,SIN,Asia Pacific,Singapore,30,5.76
47.243.70.197,2086,2086,false,HKG,Asia Pacific,Hong Kong,46,5.76
47.236.206.153,80,80,false,SIN,Asia Pacific,Singapore,29,5.76
47.245.12.62,8080,8080,false,NRT,Asia Pacific,Tokyo,273,5.76
8.218.65.237,2082,2082,false,HKG,Asia Pacific,Hong Kong,37,5.75
8.210.55.134,8880,8880,false,HKG,Asia Pacific,Hong Kong,47,5.75
8.222.212.116,2083,2083,true,SIN,Asia Pacific,Singapore,75,5.75
47.245.58.175,2095,2095,false,NRT,Asia Pacific,Tokyo,299,5.75
8.210.174.156,2082,2082,false,HKG,Asia Pacific,Hong Kong,50,5.75
8.222.168.155,2086,2086,false,SIN,Asia Pacific,Singapore,50,5.75
47.236.119.253,2052,2052,false,SIN,Asia Pacific,Singapore,29,5.75
8.222.167.147,80,80,false,SIN,Asia Pacific,Singapore,39,5.75
47.236.116.208,2053,2053,true,SIN,Asia Pacific,Singapore,46,5.75
8.219.87.34,2096,2096,true,SIN,Asia Pacific,Singapore,63,5.74
8.218.174.118,80,80,false,HKG,Asia Pacific,Hong Kong,39,5.74
47.245.37.98,2095,2095,false,NRT,Asia Pacific,Tokyo,283,5.74
47.243.27.217,80,80,false,HKG,Asia Pacific,Hong Kong,51,5.74
47.237.23.162,8080,8080,false,SIN,Asia Pacific,Singapore,13,5.74
47.245.53.101,8880,8880,false,NRT,Asia Pacific,Tokyo,75,5.74
47.236.29.235,8443,8443,true,SIN,Asia Pacific,Singapore,132,5.74
47.237.3.57,8080,8080,false,SIN,Asia Pacific,Singapore,20,5.74
47.245.41.69,2086,2086,false,NRT,Asia Pacific,Tokyo,79,5.74
47.245.40.161,2053,2053,true,NRT,Asia Pacific,Tokyo,189,5.73
8.219.206.180,2053,2053,true,SIN,Asia Pacific,Singapore,88,5.73
47.74.15.117,2083,2083,true,NRT,Asia Pacific,Tokyo,244,5.73
8.222.174.108,2095,2095,false,SIN,Asia Pacific,Singapore,35,5.73
47.237.27.69,2082,2082,false,SIN,Asia Pacific,Singapore,37,5.73
8.219.6.187,2053,2053,true,SIN,Asia Pacific,Singapore,60,5.73
47.242.171.94,2086,2086,false,HKG,Asia Pacific,Hong Kong,45,5.73
47.245.37.37,2083,2083,true,NRT,Asia Pacific,Tokyo,85,5.73
8.218.18.235,2083,2083,true,HKG,Asia Pacific,Hong Kong,63,5.72
8.209.255.195,2052,2052,false,HKG,Asia Pacific,Hong Kong,246,5.72
47.237.22.84,8880,8880,false,SIN,Asia Pacific,Singapore,19,5.72
47.242.54.157,2095,2095,false,HKG,Asia Pacific,Hong Kong,48,5.72
47.236.150.13,2052,2052,false,SIN,Asia Pacific,Singapore,29,5.72
47.74.27.151,2053,2053,true,NRT,Asia Pacific,Tokyo,109,5.72
47.245.114.163,2082,2082,false,SIN,Asia Pacific,Singapore,5,5.72
47.243.183.127,80,80,false,HKG,Asia Pacific,Hong Kong,50,5.72
8.219.61.52,80,80,false,SIN,Asia Pacific,Singapore,36,5.71
47.236.94.113,2053,2053,true,HKG,Asia Pacific,Hong Kong,169,5.71
8.218.65.237,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,5.71
8.219.12.152,443,443,true,SIN,Asia Pacific,Singapore,66,5.71
47.242.171.94,8880,8880,false,HKG,Asia Pacific,Hong Kong,40,5.71
8.219.5.10,2083,2083,true,SIN,Asia Pacific,Singapore,88,5.71
47.236.146.249,2053,2053,true,SIN,Asia Pacific,Singapore,81,5.71
47.76.146.1,80,80,false,HKG,Asia Pacific,Hong Kong,44,5.71
47.236.4.129,2087,2087,true,SIN,Asia Pacific,Singapore,104,5.71
8.219.43.243,2053,2053,true,SIN,Asia Pacific,Singapore,90,5.70
8.219.134.117,2053,2053,true,SIN,Asia Pacific,Singapore,183,5.70
8.219.66.156,8443,8443,true,NRT,Asia Pacific,Tokyo,238,5.70
47.74.27.211,80,80,false,NRT,Asia Pacific,Tokyo,70,5.70
47.237.22.45,8080,8080,false,SIN,Asia Pacific,Singapore,16,5.70
47.245.10.77,8443,8443,true,NRT,Asia Pacific,Tokyo,303,5.70
47.236.97.58,8443,8443,true,SIN,Asia Pacific,Singapore,111,5.69
47.91.2.5,2086,2086,false,NRT,Asia Pacific,Tokyo,401,5.69
47.236.11.84,2086,2086,false,SIN,Asia Pacific,Singapore,20,5.69
47.237.19.161,2095,2095,false,SIN,Asia Pacific,Singapore,33,5.69
8.222.138.164,2087,2087,true,SIN,Asia Pacific,Singapore,104,5.69
47.245.105.224,80,80,false,SIN,Asia Pacific,Singapore,8,5.69
47.245.40.161,2096,2096,true,NRT,Asia Pacific,Tokyo,233,5.68
47.236.189.173,2096,2096,true,SIN,Asia Pacific,Singapore,166,5.68
47.236.125.4,2053,2053,true,SIN,Asia Pacific,Singapore,88,5.68
8.222.168.155,2082,2082,false,SIN,Asia Pacific,Singapore,15,5.68
8.219.167.65,2096,2096,true,SIN,Asia Pacific,Singapore,54,5.67
47.242.17.250,8880,8880,false,HKG,Asia Pacific,Hong Kong,40,5.67
47.243.107.148,2082,2082,false,HKG,Asia Pacific,Hong Kong,43,5.67
47.74.43.95,2052,2052,false,NRT,Asia Pacific,Tokyo,175,5.67
8.222.168.155,2086,2086,false,SIN,Asia Pacific,Singapore,8,5.67
47.236.104.11,80,80,false,SIN,Asia Pacific,Singapore,23,5.66
8.219.103.65,2096,2096,true,SIN,Asia Pacific,Singapore,115,5.66
47.236.145.85,2053,2053,true,SIN,Asia Pacific,Singapore,61,5.66
8.222.237.131,2087,2087,true,SIN,Asia Pacific,Singapore,195,5.66
47.245.111.171,2096,2096,true,SIN,Asia Pacific,Singapore,59,5.66
8.222.187.107,2086,2086,false,SIN,Asia Pacific,Singapore,3,5.66
47.245.40.55,2095,2095,false,HKG,Asia Pacific,Hong Kong,149,5.66
47.245.42.162,2095,2095,false,NRT,Asia Pacific,Tokyo,151,5.65
47.237.9.179,2086,2086,false,SIN,Asia Pacific,Singapore,33,5.65
47.237.5.164,2095,2095,false,SIN,Asia Pacific,Singapore,28,5.65
47.236.169.141,2082,2082,false,SIN,Asia Pacific,Singapore,36,5.65
47.74.13.200,8443,8443,true,NRT,Asia Pacific,Tokyo,338,5.65
47.245.41.84,8880,8880,false,NRT,Asia Pacific,Tokyo,78,5.65
47.243.107.148,8080,8080,false,HKG,Asia Pacific,Hong Kong,42,5.65
47.245.37.37,2053,2053,true,NRT,Asia Pacific,Tokyo,151,5.65
47.236.117.48,2082,2082,false,SIN,Asia Pacific,Singapore,9,5.65
47.245.4.22,8880,8880,false,SIN,Asia Pacific,Singapore,156,5.64
8.222.187.4,2086,2086,false,SIN,Asia Pacific,Singapore,16,5.64
47.74.41.87,2052,2052,false,NRT,Asia Pacific,Tokyo,71,5.64
47.236.79.77,2095,2095,false,SIN,Asia Pacific,Singapore,25,5.64
8.219.153.237,2096,2096,true,NRT,Asia Pacific,Tokyo,191,5.64
8.222.129.32,2086,2086,false,SIN,Asia Pacific,Singapore,6,5.64
8.219.72.50,8443,8443,true,SIN,Asia Pacific,Singapore,63,5.64
8.222.134.170,2082,2082,false,SIN,Asia Pacific,Singapore,13,5.64
47.74.26.132,2095,2095,false,NRT,Asia Pacific,Tokyo,232,5.64
47.245.2.231,2095,2095,false,NRT,Asia Pacific,Tokyo,242,5.64
47.237.70.15,2052,2052,false,SIN,Asia Pacific,Singapore,35,5.64
47.245.4.96,2052,2052,false,NRT,Asia Pacific,Tokyo,77,5.64
8.210.39.96,2086,2086,false,HKG,Asia Pacific,Hong Kong,45,5.64
8.219.151.193,8880,8880,false,SIN,Asia Pacific,Singapore,5,5.63
47.236.189.173,2083,2083,true,SIN,Asia Pacific,Singapore,290,5.63
47.237.22.84,2095,2095,false,SIN,Asia Pacific,Singapore,25,5.63
8.218.211.17,2096,2096,true,HKG,Asia Pacific,Hong Kong,84,5.63
47.236.166.184,2053,2053,true,SIN,Asia Pacific,Singapore,179,5.63
8.219.194.170,80,80,false,SIN,Asia Pacific,Singapore,14,5.63
8.219.60.68,8880,8880,false,SIN,Asia Pacific,Singapore,8,5.63
8.222.136.247,2082,2082,false,SIN,Asia Pacific,Singapore,18,5.62
47.245.41.169,2087,2087,true,NRT,Asia Pacific,Tokyo,409,5.62
8.219.6.157,8443,8443,true,SIN,Asia Pacific,Singapore,138,5.61
47.74.52.188,8880,8880,false,NRT,Asia Pacific,Tokyo,98,5.61
47.245.115.6,2096,2096,true,SIN,Asia Pacific,Singapore,31,5.61
8.222.136.247,2095,2095,false,SIN,Asia Pacific,Singapore,30,5.61
8.222.172.23,2095,2095,false,SIN,Asia Pacific,Singapore,27,5.60
47.245.107.174,2053,2053,true,SIN,Asia Pacific,Singapore,47,5.60
8.222.211.124,8443,8443,true,SIN,Asia Pacific,Singapore,138,5.60
8.218.48.92,8880,8880,false,HKG,Asia Pacific,Hong Kong,48,5.60
47.237.22.45,2095,2095,false,SIN,Asia Pacific,Singapore,21,5.60
47.237.30.228,2082,2082,false,SIN,Asia Pacific,Singapore,27,5.60
8.219.60.54,2095,2095,false,SIN,Asia Pacific,Singapore,13,5.59
8.218.18.235,80,80,false,HKG,Asia Pacific,Hong Kong,45,5.59
47.245.39.49,2095,2095,false,HKG,Asia Pacific,Hong Kong,151,5.59
8.210.174.156,2096,2096,true,HKG,Asia Pacific,Hong Kong,93,5.59
47.236.117.48,2053,2053,true,SIN,Asia Pacific,Singapore,82,5.59
47.245.108.213,2096,2096,true,SIN,Asia Pacific,Singapore,32,5.59
47.74.15.117,8080,8080,false,NRT,Asia Pacific,Tokyo,289,5.59
8.217.251.62,2053,2053,true,HKG,Asia Pacific,Hong Kong,80,5.59
